Depth (cm),Age (kyr BP),Density (g/cc),Fractional porosity,Density (g/cc).1,Dry bulk density,sedimentation rate,MAR(mg/cm²/yr)
1509,20.184,1.6929,0.6132,1.6929,0.65481372,161.76,105.9226673
1510,20.19,1.7113,0.6025,1.7113,0.68024175,161.76,110.0359055
1511,20.196,1.5895,0.6731,1.5895,0.51960755,161.76,84.05171729
1513,20.2105,1.7092,0.6037,1.7092,0.67735596,161.76,109.5691001
1514,20.218,1.687,0.6166,1.687,0.6467958,161.76,104.6256886
1515,20.226,1.6997,0.6092,1.6997,0.66424276,161.76,107.4479089
1516,20.2335,1.6705,0.6262,1.6705,0.6244329,161.76,101.0082659
1517,20.2415,1.6619,0.6312,1.6619,0.61290872,161.76,99.14411455
1518,20.249,1.6301,0.6496,1.6301,0.57118704,161.76,92.39521559
1519,20.257,1.5678,0.6857,1.5678,0.49275954,161.76,79.70878319
1520,20.2645,1.5731,0.6827,1.5731,0.49914463,161.76,80.74163535
1521,20.272,1.6566,0.6342,1.6566,0.60598428,161.76,98.02401713
1522,0,1.6467,0.64,1.6467,0.592812,161.76,95.89326912
1523,20.2855,1.7083,0.6042,1.7083,0.67614514,161.76,109.3732378
1524,20.2925,1.6949,0.612,1.6949,0.6576212,161.76,106.3768053
1525,20.2995,1.6887,0.6156,1.6887,0.64913628,161.76,105.0042847
1526,20.3065,1.702,0.6079,1.702,0.6673542,161.76,107.9512154
1527,20.3135,1.6491,0.6385,1.6491,0.59614965,161.76,96.43316738
1528,20.3205,1.6418,0.6428,1.6418,0.58645096,161.76,94.86430729
1529,20.328,1.712,0.6021,1.712,0.6812048,161.76,110.1916884
1530,20.336,1.7184,0.5984,1.7184,0.69010944,161.76,111.632103
1531,20.344,1.6965,0.6111,1.6965,0.65976885,161.76,106.7242092
1532,20.352,1.6981,0.6102,1.6981,0.66191938,161.76,107.0720789
1533,20.36,1.731,0.5911,1.731,0.7078059,161.76,114.4946824
1534,20.3685,1.7201,0.5974,1.7201,0.69251226,161.76,112.0207832
1535,20.3765,1.7123,0.6019,1.7123,0.68166663,161.76,110.2663941
1536,20.384,1.6979,0.6102,1.6979,0.66184142,161.76,107.0594681
1537,20.3925,1.7009,0.6085,1.7009,0.66590235,161.76,107.7163641
1538,20.4005,1.6957,0.6115,1.6957,0.65877945,161.76,106.5641638
1539,20.4075,1.6662,0.6286,1.6662,0.61882668,161.76,100.1014038
1540,20.415,1.6538,0.6359,1.6538,0.60214858,161.76,97.4035543
1541,20.422,1.6829,0.6189,1.6829,0.64135319,161.76,103.745292
1542,20.4295,1.6987,0.6098,1.6987,0.66283274,161.76,107.219824
1543,20.437,1.6915,0.614,1.6915,0.652919,161.76,105.6161774
1544,20.4445,1.6726,0.625,1.6726,0.627225,161.76,101.459916
1545,20.4515,1.6987,0.6098,1.6987,0.66283274,161.76,107.219824
1546,20.459,1.6814,0.6198,1.6814,0.63926828,161.76,103.408037
1547,20.465,1.705,0.6061,1.705,0.6715995,161.76,108.6379351
1548,20.4715,1.6758,0.6231,1.6758,0.63160902,161.76,102.1690751
1549,20.478,1.6824,0.6193,1.6824,0.64048968,161.76,103.6056106
1550,20.484,1.6127,0.6597,1.6127,0.54880181,161.76,88.77418079
1551,20.4905,1.7125,0.6018,1.7125,0.6819175,161.76,110.3069748
1552,20.4965,1.7507,0.5796,1.7507,0.73599428,161.76,119.0544347
1553,20.503,1.7335,0.5896,1.7335,0.7114284,161.76,115.080658
1554,20.5095,1.6402,0.6438,1.6402,0.58423924,161.76,94.50653946
1555,20.5165,1.7298,0.5917,1.7298,0.70627734,151.58,107.0575192
1556,20.525,1.7799,0.5627,1.7799,0.77835027,151.58,117.9823339
1557,20.533,1.7417,0.5849,1.7417,0.72297967,151.58,109.5892584
1558,20.5415,1.7448,0.5831,1.7448,0.72740712,151.58,110.2603712
1559,20.55,1.734,0.5894,1.734,0.7119804,151.58,107.921989
1560,20.558,1.725,0.5946,1.725,0.699315,151.58,106.0021677
1561,20.5665,1.7475,0.5815,1.7475,0.73132875,151.58,110.8548119
1562,20.5745,1.7665,0.5705,1.7665,0.75871175,151.58,115.0055271
1563,20.583,1.7549,0.5772,1.7549,0.74197172,151.58,112.4680733
1564,20.5915,1.7326,0.5901,1.7326,0.71019274,151.58,107.6510155
1565,20.5995,1.7392,0.5863,1.7392,0.71950704,151.58,109.0628771
1566,20.608,1.735,0.5887,1.735,0.7136055,151.58,108.1683217
1567,20.616,1.7336,0.5896,1.7336,0.71146944,151.58,107.8445377
1568,20.6245,1.7523,0.5787,1.7523,0.73824399,151.58,111.903024
1569,20.633,1.7126,0.6017,1.7126,0.68212858,151.58,103.3970502
1570,20.641,1.7577,0.5756,1.7577,0.74596788,151.58,113.0738113
1571,20.6495,1.7555,0.5769,1.7555,0.74275205,151.58,112.5863557
1572,20.6575,1.7184,0.5984,1.7184,0.69010944,151.58,104.6067889
1573,20.666,1.7055,0.6059,1.7055,0.67213755,151.58,101.8826098
1574,20.675,1.6344,0.6471,1.6344,0.57677976,151.58,87.42827602
1575,20.6835,1.6846,0.618,1.6846,0.6435172,151.58,97.54433718
1576,20.6925,1.7097,0.6034,1.7097,0.67806702,151.58,102.7813989
1577,20.7015,1.6749,0.6236,1.6749,0.63043236,151.58,95.56093713
1578,20.7095,1.711,0.6026,1.711,0.6799514,151.58,103.0670332
1579,20.7185,1.7343,0.5892,1.7343,0.71245044,151.58,107.9932377
1580,20.727,1.7487,0.5808,1.7487,0.73305504,151.58,111.116483
1581,20.736,1.6982,0.6101,1.6982,0.66212818,151.58,100.3653895
1582,20.7445,1.6079,0.6625,1.6079,0.54266625,151.58,82.25735018
1583,20.7525,1.6799,0.6207,1.6799,0.63718607,151.58,96.58466449
1584,20.761,1.7135,0.6012,1.7135,0.6833438,151.58,103.5812532
1585,20.7695,1.6524,0.6367,1.6524,0.60031692,151.58,90.99603873
1586,20.778,1.6465,0.6401,1.6465,0.59257535,151.58,89.82257155
1587,20.7865,1.7279,0.5929,1.7279,0.70342809,151.58,106.6256299
1588,20.795,1.7216,0.5965,1.7216,0.6946656,151.58,105.2974116
1589,20.8035,1.7258,0.5941,1.7258,0.70050222,151.58,106.1821265
1590,20.8115,1.7169,0.5992,1.7169,0.68813352,151.58,104.307279
1591,20.82,1.7332,0.5898,1.7332,0.71095864,151.58,107.7671107
1592,20.8275,1.7225,0.596,1.7225,0.69589,151.58,105.4830062
1593,20.8345,1.6883,0.6158,1.6883,0.64864486,151.58,98.32158788
1594,20.842,1.7006,0.6087,1.7006,0.66544478,151.58,100.8681198
1595,20.85,1.6869,0.6166,1.6869,0.64675746,151.58,98.03549579
1596,20.8575,1.6931,0.613,1.6931,0.6552297,151.58,99.31971793
1597,20.865,1.6997,0.6092,1.6997,0.66424276,151.58,100.6859176
1598,20.872,1.6867,0.6167,1.6867,0.64651211,151.58,97.99830563
1599,20.8795,1.688,0.616,1.688,0.648192,151.58,98.25294336
1600,20.8875,1.6955,0.6117,1.6955,0.65836265,151.58,99.79461049
1601,20.8955,1.6937,0.6127,1.6937,0.65597001,151.58,99.43193412
1602,20.9025,1.6709,0.626,1.6709,0.6249166,151.58,94.72485823
1603,20.9105,1.6874,0.6164,1.6874,0.64728664,151.58,98.11570889
1604,20.9185,1.6868,0.6167,1.6868,0.64655044,151.58,98.0041157
1605,20.926,1.6969,0.6109,1.6969,0.66026379,151.58,100.0827853
1606,20.934,1.6713,0.6257,1.6713,0.62556759,151.58,94.82353529
1607,20.9415,1.6911,0.6142,1.6911,0.65242638,151.58,98.89479068
1608,20.949,1.6934,0.6129,1.6934,0.65551514,151.58,99.36298492
1609,20.956,1.6911,0.6142,1.6911,0.65242638,151.58,98.89479068
1610,20.9615,1.6843,0.6182,1.6843,0.64306574,151.58,97.47590487
1611,20.967,1.6748,0.6237,1.6748,0.63022724,151.58,95.52984504
1612,20.9725,1.6944,0.6123,1.6944,0.65691888,151.58,99.57576383
1613,20.979,1.6712,0.6258,1.6712,0.62536304,151.58,94.7925296
1614,20.9845,1.6805,0.6204,1.6805,0.6379178,151.58,96.69558012
1615,20.99,1.7008,0.6086,1.7008,0.66569312,151.58,100.9057631
1616,20.9955,1.6765,0.6227,1.6765,0.63254345,151.58,95.88093615
1617,21.001,1.6921,0.6136,1.6921,0.65382744,151.58,99.10716336
1618,21.0075,1.6932,0.613,1.6932,0.6552684,151.58,99.32558407
1619,21.0145,1.7026,0.6075,1.7026,0.6682705,151.58,101.2964424
1620,21.021,1.7054,0.6059,1.7054,0.67209814,151.58,101.8766361
1621,21.0285,1.6919,0.6137,1.6919,0.65358097,151.58,99.06980343
1622,21.0355,1.685,0.6178,1.685,0.644007,151.58,97.61858106
1623,21.042,1.6843,0.6181,1.6843,0.64323417,151.58,97.50143549
1624,21.0495,1.6862,0.6171,1.6862,0.64564598,151.58,97.86701765
1625,21.056,1.7015,0.6082,1.7015,0.6666477,151.58,101.0504584
1626,21.063,1.68,0.6206,1.68,0.637392,151.58,96.61587936
1627,21.0695,1.6751,0.6235,1.6751,0.63067515,151.58,95.59773924
1628,21.076,1.7009,0.6085,1.7009,0.66590235,151.58,100.9374782
1629,21.082,1.6806,0.6203,1.6806,0.63812382,151.58,96.72680864
1630,21.0885,1.6852,0.6176,1.6852,0.64442048,151.58,97.68125636
1631,21.095,1.6907,0.6145,1.6907,0.65176485,151.58,98.79451596
1632,21.101,1.6815,0.6198,1.6815,0.6393063,151.58,96.90604895
1633,21.1075,1.6831,0.6189,1.6831,0.64142941,151.58,97.22786997
1634,21.1135,1.6661,0.6287,1.6661,0.61862293,151.58,93.77086373
1635,21.12,1.6827,0.6191,1.6827,0.64094043,151.58,97.15375038
1636,21.126,1.6745,0.6238,1.6745,0.6299469,151.58,95.4873511
1637,21.1315,1.6765,0.6227,1.6765,0.63254345,151.58,95.88093615
1638,21.1375,1.6875,0.6163,1.6875,0.64749375,151.58,98.14710263
1639,21.143,1.6929,0.6132,1.6929,0.65481372,151.58,99.25666368
1640,21.149,1.6748,0.6237,1.6748,0.63022724,151.58,95.52984504
1641,21.1545,1.6822,0.6194,1.6822,0.64024532,151.58,97.04838561
1642,21.16,1.6731,0.6247,1.6731,0.62791443,151.58,95.1792693
1643,21.166,1.6668,0.6283,1.6668,0.61954956,151.58,93.9113223
1644,21.1715,1.7019,0.6079,1.7019,0.66731499,151.58,101.1516062
1645,21.177,1.6994,0.6094,1.6994,0.66378564,151.58,100.6166273
1646,21.183,1.6829,0.619,1.6829,0.6411849,151.58,97.19080714
1647,21.188,1.7002,0.6089,1.7002,0.66494822,151.58,100.7928512
1648,21.1935,1.69,0.6148,1.69,0.650988,151.58,98.67676104
1649,21.1995,1.6916,0.6139,1.6916,0.65312676,151.58,99.00095428
1650,0,1.7001,0.609,1.7001,0.6647391,151.58,100.7611528
1651,21.21,1.7062,0.6054,1.7062,0.67326652,151.58,102.0537391
1652,21.2155,1.695,0.612,1.695,0.65766,151.58,99.6881028
1653,21.221,1.6983,0.6101,1.6983,0.66216717,151.58,100.3712996
1654,21.227,1.6961,0.6113,1.6961,0.65927407,151.58,99.93276353
1655,21.233,1.6683,0.6274,1.6683,0.62160858,151.58,94.22342856
1656,21.2395,1.6485,0.6389,1.6485,0.59527335,151.58,90.23153439
1657,21.2455,1.6478,0.6393,1.6478,0.59436146,151.58,90.09331011
1658,21.2525,1.6925,0.6134,1.6925,0.6543205,151.58,99.18190139
1659,21.259,1.6781,0.6217,1.6781,0.63482523,151.58,96.22680836
1660,21.265,1.7023,0.6077,1.7023,0.66781229,151.58,101.2269869
1661,21.2715,1.7096,0.6035,1.7096,0.6778564,151.58,102.7494731
1662,21.2775,1.6039,0.6648,1.6039,0.53762728,151.58,81.4935431
1664,21.2885,1.6954,0.6117,1.6954,0.65832382,151.58,99.78872464
1665,21.293,1.7202,0.5974,1.7202,0.69255252,151.58,104.977111
1666,21.2985,1.7184,0.5984,1.7184,0.69010944,151.58,104.6067889
1667,21.303,1.703,0.6073,1.703,0.6687681,151.58,101.3718686
1668,21.3075,1.6706,0.6261,1.6706,0.62463734,151.58,94.682528
1669,21.313,1.659,0.6328,1.659,0.6091848,151.58,92.34023198
1670,21.3175,1.6465,0.6401,1.6465,0.59257535,151.58,89.82257155
1671,21.3225,1.6703,0.6263,1.6703,0.62419111,151.58,94.61488845
1672,21.328,1.6781,0.6217,1.6781,0.63482523,151.58,96.22680836
1673,21.334,1.6597,0.6324,1.6597,0.61010572,151.58,92.47982504
1674,21.34,1.6834,0.6187,1.6834,0.64188042,151.58,97.29623406
1675,21.346,1.6712,0.6258,1.6712,0.62536304,151.58,94.7925296
1676,21.352,1.6517,0.637,1.6517,0.5995671,151.58,90.88238102
1677,21.3575,1.6671,0.6282,1.6671,0.61982778,151.58,93.95349489
1678,21.3635,1.6687,0.6272,1.6687,0.62209136,151.58,94.29660835
1679,21.3695,1.6654,0.6291,1.6654,0.61769686,151.58,93.63049004
1680,21.3755,1.6882,0.6159,1.6882,0.64843762,151.58,98.29017444
1681,21.381,1.6882,0.6159,1.6882,0.64843762,151.58,98.29017444
1682,21.386,1.6748,0.6237,1.6748,0.63022724,151.58,95.52984504
1683,21.391,1.6901,0.6148,1.6901,0.65102652,151.58,98.6825999
1684,21.396,1.693,0.6131,1.693,0.6550217,151.58,99.28818929
1685,21.4015,1.7043,0.6066,1.7043,0.67047162,151.58,101.6300882
1686,21.4065,1.6809,0.6202,1.6809,0.63840582,151.58,96.7695542
1687,21.4115,1.6838,0.6184,1.6838,0.64253808,151.58,97.39592217
1688,21.4165,1.6726,0.6249,1.6726,0.62739226,151.58,95.10011877
1689,21.4215,1.6876,0.6162,1.6876,0.64770088,151.58,98.17849939
1690,21.4265,1.6907,0.6144,1.6907,0.65193392,151.58,98.82014359
1691,21.432,1.6679,0.6277,1.6679,0.62095917,151.58,94.12499099
1692,21.4375,1.5855,0.6754,1.5855,0.5146533,151.58,78.01114721
1693,21.443,1.6215,0.6546,1.6215,0.5600661,151.58,84.89481944
1694,21.449,1.6905,0.6146,1.6905,0.6515187,151.58,98.75720455
1695,21.454,1.6908,0.6144,1.6908,0.65197248,151.58,98.82598852
1696,21.4595,1.7093,0.6036,1.7093,0.67756652,151.58,102.7055331
1697,21.465,1.6352,0.6466,1.6352,0.57787968,151.58,87.59500189
1698,21.4705,1.6601,0.6322,1.6601,0.61058478,151.58,92.55244095
1699,21.4755,1.6619,0.6312,1.6619,0.61290872,151.58,92.90470378
1700,21.4815,1.6069,0.663,1.6069,0.5415253,151.58,82.08440497
1701,21.4875,1.5787,0.6794,1.5787,0.50613122,151.58,76.71937033
1702,21.493,1.7207,0.5971,1.7207,0.69327003,151.58,105.0858711
1703,21.499,1.702,0.6079,1.702,0.6673542,151.58,101.1575496
1704,21.505,1.6863,0.617,1.6863,0.6458529,151.58,97.89838258
1705,21.5105,1.6945,0.6123,1.6945,0.65695765,151.58,99.58164059
1706,21.5165,1.6995,0.6093,1.6995,0.66399465,151.58,100.648309
1707,21.5225,1.6975,0.6105,1.6975,0.66117625,151.58,100.221096
1708,21.5275,1.6976,0.6104,1.6976,0.66138496,151.58,100.2527322
1709,21.533,1.7052,0.606,1.7052,0.6718488,151.58,101.8388411
1710,21.5385,1.7005,0.6088,1.7005,0.6652356,151.58,100.8364122
1711,21.544,1.7067,0.6051,1.7067,0.67397583,151.58,102.1612563
1712,21.55,1.6873,0.6164,1.6873,0.64724828,151.58,98.10989428
1713,21.5555,1.7033,0.6071,1.7033,0.66922657,151.58,101.4413635
1714,21.561,1.6832,0.6188,1.6832,0.64163584,151.58,97.25916063
1715,21.5665,1.7108,0.6028,1.7108,0.67952976,151.58,103.003121
1716,21.572,1.6752,0.6234,1.6752,0.63088032,151.58,95.62883891
1717,21.577,1.6885,0.6157,1.6885,0.64889055,151.58,98.35882957
1718,21.5825,1.672,0.6253,1.672,0.6264984,151.58,94.96462747
1719,21.588,1.6733,0.6245,1.6733,0.62832415,151.58,95.24137466
1720,21.5935,1.6677,0.6278,1.6677,0.62071794,151.58,94.08842535
1721,21.599,1.6426,0.6423,1.6426,0.58755802,151.58,89.06204467
1722,21.604,1.6564,0.6344,1.6564,0.60557984,151.58,91.79379215
1723,21.6095,1.6261,0.6519,1.6261,0.56604541,151.58,85.80116325
1724,21.615,1.6361,0.6461,1.6361,0.57901579,151.58,87.76721345
1725,21.6205,1.6821,0.6194,1.6821,0.64020726,151.58,97.04261647
1726,21.626,1.6788,0.6213,1.6788,0.63576156,151.58,96.36873726
1727,21.632,1.6549,0.6352,1.6549,0.60370752,151.58,91.50998588
1728,21.638,1.7001,0.609,1.7001,0.6647391,151.58,100.7611528
1729,21.6435,1.6929,0.6131,1.6929,0.65498301,151.58,99.28232466
1730,21.65,1.6895,0.6151,1.6895,0.65028855,151.58,98.57073841
1731,21.656,1.6983,0.6101,1.6983,0.66216717,151.58,100.3712996
1732,21.6615,1.6328,0.648,1.6328,0.5747456,151.58,87.11993805
1733,21.6675,1.6709,0.6259,1.6709,0.62508369,151.58,94.75018573
1734,21.6735,1.7431,0.584,1.7431,0.7251296,151.58,109.9151448
1735,21.6795,1.7348,0.5888,1.7348,0.71334976,151.58,108.1295566
1736,21.685,1.6978,0.6103,1.6978,0.66163266,151.58,100.2902786
1737,21.691,1.6789,0.6213,1.6789,0.63579943,151.58,96.3744776
1738,21.6965,1.6827,0.6191,1.6827,0.64094043,151.58,97.15375038
1739,21.7025,1.7254,0.5943,1.7254,0.69999478,151.58,106.1052088
1740,21.708,1.7297,0.5918,1.7297,0.70606354,151.58,107.0251114
1741,21.7135,1.7076,0.6047,1.7076,0.67501428,151.58,102.3186646
1742,21.7195,1.6554,0.6349,1.6554,0.60438654,151.58,91.61291173
1743,21.725,1.5804,0.6784,1.5804,0.50825664,151.58,77.04154149
1744,21.731,1.7011,0.6084,1.7011,0.66615076,151.58,100.9751322
1745,21.7365,1.6985,0.6099,1.6985,0.66258485,151.58,100.4346116
1746,21.7425,1.7277,0.593,1.7277,0.7031739,151.58,106.5870998
1747,21.748,1.7209,0.5969,1.7209,0.69369479,151.58,105.1502563
1748,21.7535,1.7451,0.5829,1.7451,0.72788121,151.58,110.3322338
1749,21.759,1.7604,0.574,1.7604,0.7499304,151.58,113.67445
1750,21.7645,1.7083,0.6043,1.7083,0.67597431,151.58,102.4641859
1751,21.7705,1.6954,0.6117,1.6954,0.65832382,151.58,99.78872464
1752,21.776,1.7744,0.5659,1.7744,0.77026704,151.58,116.7570779
1753,21.782,1.7343,0.5891,1.7343,0.71262387,151.58,108.0195262
1754,21.7885,1.7321,0.5904,1.7321,0.70946816,151.58,107.5411837
1755,21.7955,1.7254,0.5943,1.7254,0.69999478,151.58,106.1052088
1756,21.802,1.7142,0.6008,1.7142,0.68430864,151.58,103.7275037
1757,21.8085,1.7249,0.5946,1.7249,0.69927446,151.58,105.9960226
1758,21.8145,1.7214,0.5966,1.7214,0.69441276,151.58,105.2590862
1759,21.821,1.7232,0.5956,1.7232,0.69686208,151.58,105.6303541
1760,21.828,1.7193,0.5978,1.7193,0.69150246,151.58,104.8179429
1761,21.8345,1.7081,0.6044,1.7081,0.67572436,151.58,102.4262985
1762,21.8405,1.7017,0.6081,1.7017,0.66689623,151.58,101.0881305
1763,21.846,1.7104,0.603,1.7104,0.6790288,151.58,102.9271855
1764,21.8515,1.7,0.609,1.7,0.6647,151.58,100.755226
1765,21.857,1.7033,0.6071,1.7033,0.66922657,151.58,101.4413635
1766,21.863,1.6899,0.6149,1.6899,0.65078049,151.58,98.64530667
1767,21.869,1.7082,0.6043,1.7082,0.67593474,151.58,102.4581879
1768,21.8745,1.7146,0.6006,1.7146,0.68481124,151.58,103.8036878
1769,21.88,1.6999,0.6091,1.6999,0.66449091,151.58,100.7235321
1770,21.8855,1.6917,0.6139,1.6917,0.65316537,151.58,99.00680678
1771,21.892,1.7054,0.6059,1.7054,0.67209814,151.58,101.8766361
1772,21.898,1.7163,0.5996,1.7163,0.68720652,151.58,104.1667643
1773,21.9045,1.6952,0.6118,1.6952,0.65807664,151.58,99.75125709
1774,21.9105,1.7242,0.595,1.7242,0.698301,151.58,105.8484656
1775,21.9175,1.8084,0.5462,1.8084,0.82065192,151.58,124.394418
1776,21.924,1.7513,0.5793,1.7513,0.73677191,151.58,111.6798861
1777,21.93,1.7425,0.5844,1.7425,0.724183,151.58,109.7716591
1778,21.9365,1.7261,0.5939,1.7261,0.70096921,151.58,106.2529129
1779,21.9425,1.726,0.5939,1.726,0.7009286,151.58,106.2467572
1780,21.9495,1.7273,0.5932,1.7273,0.70266564,151.58,106.5100577
1781,21.9565,1.7244,0.5949,1.7244,0.69855444,151.58,105.886882
1782,21.963,1.7451,0.5829,1.7451,0.72788121,151.58,110.3322338
1783,21.97,1.7592,0.5747,1.7592,0.74818776,151.58,113.4103007
1784,21.9775,1.6636,0.6301,1.6636,0.61536564,151.58,93.27712371
1785,21.9845,1.6632,0.6304,1.6632,0.61471872,151.58,93.17906358
1786,21.9915,1.6852,0.6176,1.6852,0.64442048,151.58,97.68125636
1787,21.998,1.7298,0.5918,1.7298,0.70610436,151.58,107.0312989
1788,22.005,1.696,0.6114,1.696,0.6590656,151.58,99.90116365
1789,22.012,1.6813,0.6199,1.6813,0.63906213,151.58,96.86903767
1790,22.019,1.7103,0.6031,1.7103,0.67881807,151.58,102.8952431
1791,22.0265,1.7228,0.5958,1.7228,0.69635576,151.58,105.5536061
1792,22.0335,1.7049,0.6062,1.7049,0.67138962,151.58,101.7692386
1793,22.041,1.6908,0.6144,1.6908,0.65197248,151.58,98.82598852
1794,22.0485,1.6988,0.6097,1.6988,0.66304164,151.58,100.5038518
1795,22.0555,1.7062,0.6055,1.7062,0.6730959,151.58,102.0278765
1796,22.063,1.712,0.6021,1.712,0.6812048,151.58,103.2570236
1797,22.07,1.7259,0.594,1.7259,0.7007154,151.58,106.2144403
1798,22.0775,1.7019,0.608,1.7019,0.6671448,151.58,101.1258088
1799,22.0845,1.693,0.6131,1.693,0.6550217,151.58,99.28818929
1800,0,1.6888,0.6156,1.6888,0.64917472,151.58,98.40190406
1801,22.0985,1.6313,0.6489,1.6313,0.57274943,151.58,86.8173586
1802,22.106,1.6512,0.6374,1.6512,0.59872512,151.58,90.75475369
1803,22.113,1.6593,0.6327,1.6593,0.60946089,151.58,92.38208171
1804,22.12,1.6913,0.6141,1.6913,0.65267267,151.58,98.93212332
1805,22.127,1.6182,0.6565,1.6182,0.5558517,151.58,84.25600069
1806,22.134,1.5525,0.6946,1.5525,0.4741335,151.58,71.86915593
1807,22.1415,1.5535,0.694,1.5535,0.475371,151.58,72.05673618
1808,22.1495,1.5857,0.6754,1.5857,0.51471822,151.58,78.02098779
1809,22.158,1.6039,0.6648,1.6039,0.53762728,151.58,81.4935431
1810,22.1655,1.5951,0.6699,1.5951,0.52654251,151.58,79.81331367
1811,22.174,1.5748,0.6817,1.5748,0.50125884,151.58,75.98081497
1812,22.182,1.5833,0.6767,1.5833,0.51188089,151.58,77.59090531
1813,22.1895,1.5509,0.6955,1.5509,0.47224905,151.58,71.583511
1815,22.206,1.4893,0.7313,1.4893,0.40017491,151.58,60.65851286
1816,22.2145,1.5282,0.7087,1.5282,0.44516466,151.58,67.47805916
1817,22.224,1.5828,0.677,1.5828,0.5112444,151.58,77.49442615
1818,22.233,1.5651,0.6873,1.5651,0.48940677,151.58,74.1842782
1819,22.242,1.5143,0.7168,1.5143,0.42884976,151.58,65.00504662
1820,22.252,1.6504,0.6378,1.6504,0.59777488,151.58,90.61071631
1821,22.261,1.6829,0.619,1.6829,0.6411849,151.58,97.19080714
1822,22.27,1.6868,0.6167,1.6868,0.64655044,151.58,98.0041157
1823,22.2795,1.7175,0.5989,1.7175,0.68888925,151.58,104.4218325
1824,22.2885,1.7127,0.6017,1.7127,0.68216841,151.58,103.4030876
1825,22.298,1.7476,0.5815,1.7476,0.7313706,151.58,110.8611555
1826,22.307,1.7448,0.5831,1.7448,0.72740712,151.58,110.2603712
1827,22.316,1.7014,0.6082,1.7014,0.66660852,151.58,101.0445195
1828,22.325,1.7224,0.5961,1.7224,0.69567736,151.58,105.4507742
1829,22.334,1.7013,0.6083,1.7013,0.66639921,151.58,101.0127923
1830,22.343,1.666,0.6288,1.666,0.6184192,151.58,93.73998234
1831,22.352,1.6967,0.611,1.6967,0.6600163,151.58,100.0452708
1832,22.361,1.7295,0.5919,1.7295,0.70580895,151.58,106.9865206
1833,22.37,1.7637,0.5721,1.7637,0.75468723,151.58,114.3954903
1834,22.378,1.7029,0.6074,1.7029,0.66855854,151.58,101.3401035
1835,22.3855,1.5701,0.6844,1.5701,0.49552356,151.58,75.11146122
1836,22.393,1.675,0.6236,1.675,0.63047,151.58,95.5666426
1837,22.4005,1.6759,0.623,1.6759,0.6318143,151.58,95.77041159
1838,22.408,1.7028,0.6074,1.7028,0.66851928,151.58,101.3341525
1839,22.4145,1.7051,0.6061,1.7051,0.67163889,151.58,101.8070229
1840,22.422,1.7284,0.5926,1.7284,0.70415016,151.58,106.7350813
1841,22.4295,1.7554,0.5769,1.7554,0.74270974,151.58,112.5799424
1842,22.437,1.7297,0.5918,1.7297,0.70606354,238,168.0431225
1843,22.442,1.734,0.5893,1.734,0.7121538,238,169.4926044
1844,22.4455,1.7641,0.5719,1.7641,0.75521121,238,179.740268
1845,22.4485,1.7384,0.5868,1.7384,0.71830688,238,170.9570374
1846,22.452,1.6715,0.6256,1.6715,0.6258096,238,148.9426848
1847,22.4555,1.7026,0.6075,1.7026,0.6682705,238,159.048379
1848,22.4585,1.6826,0.6191,1.6826,0.64090234,238,152.5347569
1849,22.462,1.733,0.5899,1.733,0.7107033,238,169.1473854
1850,22.465,1.7634,0.5723,1.7634,0.75420618,238,179.5010708
1851,22.4685,1.7583,0.5752,1.7583,0.74692584,238,177.7683499
1852,22.4715,1.718,0.5986,1.718,0.6896052,238,164.1260376
1853,22.475,1.7544,0.5775,1.7544,0.741234,238,176.413692
1854,22.478,1.7471,0.5817,1.7471,0.73081193,238,173.9332393
1855,22.4805,1.752,0.5789,1.752,0.7377672,238,175.5885936
1856,22.484,1.7285,0.5925,1.7285,0.70436375,238,167.6385725
1857,22.487,1.7446,0.5832,1.7446,0.72714928,238,173.0615286
1858,22.491,1.6903,0.6147,1.6903,0.65127259,238,155.0028764
1859,22.495,1.6596,0.6325,1.6596,0.609903,238,145.156914
1860,22.499,1.6753,0.6233,1.6753,0.63108551,238,150.1983514
1861,22.503,1.7406,0.5855,1.7406,0.7214787,238,171.7119306
1862,22.507,1.7554,0.5769,1.7554,0.74270974,238,176.7649181
1863,22.511,1.7503,0.5799,1.7503,0.73530103,238,175.0016451
1864,22.5155,1.7447,0.5831,1.7447,0.72736543,238,173.1129723
1865,22.519,1.7128,0.6016,1.7128,0.68237952,238,162.4063258
1866,22.523,1.6677,0.6278,1.6677,0.62071794,238,147.7308697
1867,22.527,1.7165,0.5995,1.7165,0.68745825,238,163.6150635
1868,22.5305,1.7271,0.5934,1.7271,0.70223886,238,167.1328487
1869,22.5345,1.7564,0.5763,1.7564,0.74418668,238,177.1164298
1870,22.538,1.728,0.5928,1.728,0.7036416,238,167.4667008
1871,22.5415,1.6928,0.6132,1.6928,0.65477504,238,155.8364595
1872,22.5455,1.7231,0.5957,1.7231,0.69664933,238,165.8025405
1873,22.5495,1.7882,0.5579,1.7882,0.79056322,238,188.1540464
1874,22.553,1.7842,0.5602,1.7842,0.78469116,238,186.7564961
1875,22.5575,1.7768,0.5645,1.7768,0.7737964,238,184.1635432
1876,22.5615,1.7545,0.5774,1.7545,0.7414517,238,176.4655046
1877,22.5655,1.7627,0.5727,1.7627,0.75320171,238,179.262007
1878,22.5695,1.7931,0.555,1.7931,0.7979295,238,189.907221
